Year,Author,Title,Experiment/Investigation Number,LogArea,Species Number,Depth,LogIBP,LogVolume,pH,LogCond,LogP,Terrestrial/Aquatic,Lab/In-Situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,151,5.689308859,51,0.8,2.053322747,5.592398846,8.07,2.792391689,2.361727836,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,152,5.079181246,50,1.5,1.828761244,5.255272505,8.25,2.752048448,2.557507202,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,153,5.633468456,7,1,2.135157902,5.633468456,8.32,2.774516966,2.462397998,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,154,5.959041392,36,1.2,2.322219295,6.038222638,8.47,2.752048448,2.278753601,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,155,5.689308859,21,0.8,2.053322747,5.592398846,8.38,2.740362689,2.267171728,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,156,5.959041392,43,1.2,2.322219295,6.038222638,8,2.721810615,2.243038049,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,157,5.959041392,24,1.2,2.539912085,6.038222638,8.2,2.759667845,2.662757832,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,158,5.959041392,59,1.2,2.322219295,6.038222638,8.18,2.694605199,2.505149978,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,159,5.689308859,2,0.8,2.053322747,5.592398846,8.75,2.769377326,2.380211242,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,160,5.959041392,22,1.2,2.539912085,6.038222638,8.05,2.755874856,2.613841822,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,161,5.959041392,13,1.2,2.322219295,6.038222638,7.94,2.69019608,2.408239965,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,162,5.167317335,37,2.5,1.91204483,5.565257343,7.99,2.386677284,1.785329835,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,163,5.334453751,38,3.6,2.247303575,5.890756252,8.51,2.471291711,1.818885415,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,164,5.306103209,44,2.5,1.624861971,5.704043217,7.84,2.546542663,2.587710965,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,165,5.998564458,38,1.5,2.697534463,6.174655717,7.88,2.587710965,2.292256071,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,166,5.892094603,52,1.4,2.425438782,6.038222638,8.11,2.749736316,1.900367129,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,167,6.285557309,41,1.5,2.95649859,6.461648568,8.2,2.838849091,2.521138084,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,168,5.799340549,33,2,2.471981615,6.100370545,8.41,2.759667845,2.257678575,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,169,6.240549248,26,2,1.84260924,6.541579244,8.04,2.645422269,2.45484486,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,170,5.507855872,37,3.2,2.039877996,6.01300585,7.77,2.425044875,2.809559715,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,171,5.306103209,46,2.5,1.624861971,5.704043217,7.6,2.582063363,2.547774705,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,172,5.998564458,41,1.5,2.697534463,6.174655717,8.1,2.619093331,2.365487985,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,173,5.655138435,30,1.4,2.167798015,5.80126647,8.19,2.86332286,2.653212514,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,174,5.892094603,36,1.4,2.425438782,6.038222638,8.21,2.77815125,1.86332286,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,175,6.285557309,39,1.5,2.95649859,6.461648568,8.19,2.900913068,2.5289167,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,176,5.799340549,31,2,2.471981615,6.100370545,8.58,2.834420704,2.40654018,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,177,4.674861141,28,1,1.352641846,4.674861141,8,2.506505032,2.053078443,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,178,5.167317335,25,2.5,1.91204483,5.565257343,7.85,2.43806745,1.539076099,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,179,5.306103209,25,2.5,1.624861971,5.704043217,7.75,2.617000341,2.08278537,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,180,5.507855872,47,3.2,2.039877996,6.01300585,7.87,2.403463701,1.763427994,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,181,5.334453751,29,3.6,2.247303575,5.890756252,8.13,2.471291711,1.839478047,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,182,5.507855872,25,3.2,2.039877996,6.01300585,8.07,2.451018452,1.800717078,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,183,5.334453751,34,3.6,2.247303575,5.890756252,8.4,2.491361694,1.876794976,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,184,5.633468456,57,1,2.135157902,5.633468456,8.45,2.725911632,2.240549248,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,185,5.633468456,59,1,2.135157902,5.633468456,8.45,2.725911632,2.240549248,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,186,5.633468456,62,1,2.135157902,5.633468456,8.56,2.722633923,2.209515015,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,187,5.689308859,35,0.8,2.053322747,5.592398846,8.68,2.736396502,2.209515015,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,188,5.633468456,63,1,2.135157902,5.633468456,8.45,2.725911632,2.240549248,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,189,5.689308859,52,0.8,2.053322747,5.592398846,8.3,2.748188027,2.267171728,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,190,5.959041392,32,1.2,2.322219295,6.038222638,8.58,2.683047038,2.146128036,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,191,5.689308859,33,0.8,2.053322747,5.592398846,8.44,2.745074792,2.089905111,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,192,5.959041392,31,1.2,2.322219295,6.038222638,8.47,2.679427897,2.021189299,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,193,5.959041392,40,1.2,2.322219295,6.038222638,8.78,2.706717782,2.170261715,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,194,5.306103209,59,2.5,1.624861971,5.704043217,8.19,2.808885867,2.247973266,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,195,5.306103209,66,2.5,1.624861971,5.704043217,7.81,2.781755375,2.222716471,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,196,5.306103209,45,2.5,1.624861971,5.704043217,7.84,2.775974331,2.201397124,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,197,6.240549248,25,2,1.84260924,6.541579244,7.91,2.665580991,2.40654018,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,198,7.396199347,9,1.5,3.166602819,7.572290606,8.76,3.450249108,1.857332496,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,199,7.396199347,7,1.5,3.166602819,7.572290606,8.83,3.45331834,2.017033339,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,200,7.396199347,5,1.5,3.166602819,7.572290606,8.8,3.409933123,2.10720997,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,201,7.396199347,9,1.5,3.166602819,7.572290606,8.74,3.416640507,2.113943352,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,202,7.396199347,15,1.5,3.166602819,7.572290606,8.91,3.428134794,1.963787827,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,203,7.396199347,8,1.5,3.166602819,7.572290606,8.98,3.447158031,1.86923172,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,204,5.959041392,16,1.2,2.322219295,6.038222638,9.49,2.760422483,2.359835482,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,205,5.892094603,40,1.4,2.425438782,6.038222638,8.28,2.943494516,1.707570176,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,206,5.655138435,65,2.2,2.36409266,5.997561116,7.94,2.806179974,2.653212514,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,207,5.799340549,22,2,2.471981615,6.100370545,9.28,2.830588669,2.387389826,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,208,5.655138435,64,2.2,2.36409266,5.997561116,7.91,2.826074803,2.113943352,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,209,5.892094603,45,1.4,2.425438782,6.038222638,8.3,2.966610987,1.799340549,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,210,6.285557309,52,1.5,2.95649859,6.461648568,8.21,3.06483222,2.663700925,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,211,5.799340549,27,2,2.471981615,6.100370545,9.09,2.896526217,2.389166084,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,212,5.306103209,62,2.5,1.624861971,5.704043217,8,2.753583059,2.50242712,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,213,5.633468456,27,1,2.135157902,5.633468456,9.08,2.715167358,2.549003262,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,214,5.689308859,56,0.8,2.053322747,5.592398846,8.31,2.798650645,2.278753601,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,215,5.306103209,54,2.5,1.624861971,5.704043217,7.9,2.779596491,2.488550717,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,216,2.875061263,59,0.5,-0.150244602,2.574031268,8.4,3.269979677,2.982271233,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,217,2.954242509,47,0.8,0.133056627,2.857332496,7.82,3.092720645,3.161368002,Aquatic ,In-situ
2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,218,3.079181246,60,1.2,0.434086622,3.158362492,7.83,2.77815125,2.322219295,Aquatic ,In-situ
