ID,year,author,title,obtained,area metric,log area,depth metric,log depth,volume metric,log volume,distance metric,log distance,sp rich metric,log sp rich,aqua terra,fresh saline,in situ lab,natural modified,archaea,bacteria,fungi,algae,protozoa,pathogens,geographic location,local location,isolated continuous,DNI,NDM,depth,volume,area,sp rich,comment
9,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,no,no,no,yes,no,no,hungary,hortobágy national park ,isolated,NA,NA,2.2,5.997561116,5.65513844,65,check that species count is right and doesn't include macroorganisms
9,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,no,no,no,yes,no,no,hungary,hortobágy national park ,isolated,NA,NA,2,6.100370545,5.79934055,22,check that species count is right and doesn't include macroorganisms
9,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,no,no,no,yes,no,no,hungary,hortobágy national park ,isolated,NA,NA,2.2,5.997561116,5.65513844,64,check that species count is right and doesn't include macroorganisms
9,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,no,no,no,yes,no,no,hungary,hortobágy national park ,isolated,NA,NA,1.4,6.038222638,5.8920946,45,check that species count is right and doesn't include macroorganisms
9,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,no,no,no,yes,no,no,hungary,hortobágy national park ,isolated,NA,NA,1.5,6.461648568,6.28555731,52,check that species count is right and doesn't include macroorganisms
9,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,no,no,no,yes,no,no,hungary,hortobágy national park ,isolated,NA,NA,2,6.100370545,5.79934055,27,check that species count is right and doesn't include macroorganisms
9,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,no,no,no,yes,no,no,hungary,hortobágy national park ,isolated,NA,NA,2.5,5.704043217,5.30610321,62,check that species count is right and doesn't include macroorganisms
9,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,no,no,no,yes,no,no,hungary,hortobágy national park ,isolated,NA,NA,1,5.633468456,5.63346846,27,check that species count is right and doesn't include macroorganisms
9,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,no,no,no,yes,no,no,hungary,hortobágy national park ,isolated,NA,NA,0.8,5.592398846,5.68930886,56,check that species count is right and doesn't include macroorganisms
9,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,no,no,no,yes,no,no,hungary,hortobágy national park ,isolated,NA,NA,2.5,5.704043217,5.30610321,54,check that species count is right and doesn't include macroorganisms
9,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,no,no,no,yes,no,no,hungary,hortobágy national park ,isolated,NA,NA,0.5,2.574031268,2.87506126,59,check that species count is right and doesn't include macroorganisms
9,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,no,no,no,yes,no,no,hungary,hortobágy national park ,isolated,NA,NA,0.8,2.857332496,2.95424251,47,check that species count is right and doesn't include macroorganisms
9,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,no,no,no,yes,no,no,hungary,hortobágy national park ,isolated,NA,NA,1.2,3.158362492,3.07918125,60,check that species count is right and doesn't include macroorganisms
10,2017,Duarte et al,Taxa-area reationship of aquatic fungi on deciduous leaves,author,cm2,no,NA,NA,NA,NA,NA,NA,OTUs,no,aqua,fresh,in situ,modified,no,no,yes,no,no,no,canada,boss brook,isolated,NA,NA,NA,NA,0.5654867,81,
10,2017,Duarte et al,Taxa-area reationship of aquatic fungi on deciduous leaves,author,cm2,no,NA,NA,NA,NA,NA,NA,OTUs,no,aqua,fresh,in situ,modified,no,no,yes,no,no,no,canada,boss brook,isolated,NA,NA,NA,NA,1.130973,118,
10,2017,Duarte et al,Taxa-area reationship of aquatic fungi on deciduous leaves,author,cm2,no,NA,NA,NA,NA,NA,NA,OTUs,no,aqua,fresh,in situ,modified,no,no,yes,no,no,no,canada,boss brook,isolated,NA,NA,NA,NA,2.261947,139,
10,2017,Duarte et al,Taxa-area reationship of aquatic fungi on deciduous leaves,author,cm2,no,NA,NA,NA,NA,NA,NA,OTUs,no,aqua,fresh,in situ,modified,no,no,yes,no,no,no,canada,boss brook,isolated,NA,NA,NA,NA,4.523893,132,
10,2017,Duarte et al,Taxa-area reationship of aquatic fungi on deciduous leaves,author,cm2,no,NA,NA,NA,NA,NA,NA,OTUs,no,aqua,fresh,in situ,modified,no,no,yes,no,no,no,canada,boss brook,isolated,NA,NA,NA,NA,9.047787,146,
10,2017,Duarte et al,Taxa-area reationship of aquatic fungi on deciduous leaves,author,cm2,no,NA,NA,NA,NA,NA,NA,OTUs,no,aqua,fresh,in situ,modified,no,no,yes,no,no,no,canada,boss brook,isolated,NA,NA,NA,NA,13.57168,129,
10,2017,Duarte et al,Taxa-area reationship of aquatic fungi on deciduous leaves,author,cm2,no,NA,NA,NA,NA,NA,NA,OTUs,no,aqua,fresh,in situ,modified,no,no,yes,no,no,no,portugal,oliveira stream,isolated,NA,NA,NA,NA,0.5654867,81,
10,2017,Duarte et al,Taxa-area reationship of aquatic fungi on deciduous leaves,author,cm2,no,NA,NA,NA,NA,NA,NA,OTUs,no,aqua,fresh,in situ,modified,no,no,yes,no,no,no,portugal,oliveira stream,isolated,NA,NA,NA,NA,1.130973,118,
10,2017,Duarte et al,Taxa-area reationship of aquatic fungi on deciduous leaves,author,cm2,no,NA,NA,NA,NA,NA,NA,OTUs,no,aqua,fresh,in situ,modified,no,no,yes,no,no,no,portugal,oliveira stream,isolated,NA,NA,NA,NA,2.261947,139,
10,2017,Duarte et al,Taxa-area reationship of aquatic fungi on deciduous leaves,author,cm2,no,NA,NA,NA,NA,NA,NA,OTUs,no,aqua,fresh,in situ,modified,no,no,yes,no,no,no,portugal,oliveira stream,isolated,NA,NA,NA,NA,4.523893,132,
10,2017,Duarte et al,Taxa-area reationship of aquatic fungi on deciduous leaves,author,cm2,no,NA,NA,NA,NA,NA,NA,OTUs,no,aqua,fresh,in situ,modified,no,no,yes,no,no,no,portugal,oliveira stream,isolated,NA,NA,NA,NA,9.047787,146,
10,2017,Duarte et al,Taxa-area reationship of aquatic fungi on deciduous leaves,author,cm2,no,NA,NA,NA,NA,NA,NA,OTUs,no,aqua,fresh,in situ,modified,no,no,yes,no,no,no,portugal,oliveira stream,isolated,NA,NA,NA,NA,13.57168,129,
11,2016,"Kavazos, C.","Small-scale biogeographic patterns of benthic bacterial and ciliate communities in the saline ponds of natural MacLeod, North-Western Australia",table,m2,no,m,no,m3,no,NA,NA,OTUs,no,aqua,saline,in situ,natural,no,yes,no,no,yes,no,australia,petes vent,isolated,NA,NA,1.03,98,95,85,"Thesis paper, depth = mean deapth"
11,2016,"Kavazos, C.","Small-scale biogeographic patterns of benthic bacterial and ciliate communities in the saline ponds of natural MacLeod, North-Western Australia",table,m2,no,m,no,m3,no,NA,NA,OTUs,no,aqua,saline,in situ,natural,no,yes,no,no,yes,no,australia,donut pond,isolated,NA,NA,0.64,3848,5978,95,"Thesis paper, depth = mean deapth"
11,2016,"Kavazos, C.","Small-scale biogeographic patterns of benthic bacterial and ciliate communities in the saline ponds of natural MacLeod, North-Western Australia",table,m2,no,m,no,m3,no,NA,NA,OTUs,no,aqua,saline,in situ,natural,no,yes,no,no,yes,no,australia,annies pond,isolated,NA,NA,0.72,4826,6712,81,"Thesis paper, depth = mean deapth"
11,2016,"Kavazos, C.","Small-scale biogeographic patterns of benthic bacterial and ciliate communities in the saline ponds of natural MacLeod, North-Western Australia",table,m2,no,m,no,m3,no,NA,NA,OTUs,no,aqua,saline,in situ,natural,no,yes,no,no,yes,no,australia,petes pond,isolated,NA,NA,0.5,7390,14880,94,"Thesis paper, depth = mean deapth"
11,2016,"Kavazos, C.","Small-scale biogeographic patterns of benthic bacterial and ciliate communities in the saline ponds of natural MacLeod, North-Western Australia",table,m2,no,m,no,m3,no,NA,NA,OTUs,no,aqua,saline,in situ,natural,no,yes,no,no,yes,no,australia,whistlers pond,isolated,NA,NA,1.02,47470,46544,56,"Thesis paper, depth = mean deapth"
11,2016,"Kavazos, C.","Small-scale biogeographic patterns of benthic bacterial and ciliate communities in the saline ponds of natural MacLeod, North-Western Australia",table,m2,no,m,no,m3,no,NA,NA,OTUs,no,aqua,saline,in situ,natural,no,yes,no,no,yes,no,australia,harjies pond,isolated,NA,NA,0.82,53655,65069,65,"Thesis paper, depth = mean deapth"
11,2016,"Kavazos, C.","Small-scale biogeographic patterns of benthic bacterial and ciliate communities in the saline ponds of natural MacLeod, North-Western Australia",table,m2,no,m,no,m3,no,NA,NA,OTUs,no,aqua,saline,in situ,natural,no,yes,no,no,yes,no,australia,janas vent,isolated,NA,NA,0.73,136528,187509,105,"Thesis paper, depth = mean deapth"
11,2016,"Kavazos, C.","Small-scale biogeographic patterns of benthic bacterial and ciliate communities in the saline ponds of natural MacLeod, North-Western Australia",table,m2,no,m,no,m3,no,NA,NA,OTUs,no,aqua,saline,in situ,natural,no,yes,no,no,yes,no,australia,cygnet pond,isolated,NA,NA,0.62,4436004,7147702,127,"Thesis paper, depth = mean deapth"
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,american samoa,isolated,NA,4282.69139,NA,NA,218.185852,105,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,anguilla,isolated,NA,842.557064,NA,NA,226.397483,112,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,antigua & barbuda,isolated,NA,747.1483487,NA,NA,495.120732,117,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,aruba,isolated,NA,36.16254049,NA,NA,194.587425,115,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,azores,isolated,NA,1983.526616,NA,NA,4164.13504,110,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,the bahamas,isolated,NA,433.9501882,NA,NA,16122.4601,118,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,barbados,isolated,NA,378.344733,NA,NA,465.387218,116,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,bermuda,isolated,NA,1285.890155,NA,NA,100.933425,114,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,uk virgin is,isolated,NA,897.8645114,NA,NA,195.795761,112,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,brunei,isolated,NA,995.8638116,NA,NA,5782.60114,120,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,canary islands,isolated,NA,290.5363545,NA,NA,9739.07486,121,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,cape verde,isolated,NA,729.9253729,NA,NA,4360.65194,125,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,cayman is,isolated,NA,558.2988167,NA,NA,323.39771,114,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,christmas i,isolated,NA,352.2232021,NA,NA,128.165002,113,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,comoros,isolated,NA,376.6647134,NA,NA,2179.19205,122,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,cook is,isolated,NA,5383.19912,NA,NA,237.488565,118,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,cuba,isolated,NA,455.5670163,NA,NA,128608.008,124,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,cyprus,isolated,NA,141.6181334,NA,NA,13601.7816,122,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,dominica,isolated,NA,537.3317994,NA,NA,819.478394,118,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,dominican republic,isolated,NA,749.8417294,NA,NA,53871.468,129,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,falkland is,isolated,NA,965.0768291,NA,NA,32264.1999,113,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,fiji,isolated,NA,2112.605893,NA,NA,20308.5488,121,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,french polynesia,isolated,NA,5881.34552,NA,NA,2239.55261,119,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,grenada,isolated,NA,157.5726926,NA,NA,336.708335,116,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,guadeloupe,isolated,NA,623.8516955,NA,NA,1808.97843,125,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,guam,isolated,NA,2702.566765,NA,NA,608.427481,120,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,haiti,isolated,NA,752.7787449,NA,NA,30430.1256,128,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,iceland,isolated,NA,2135.202448,NA,NA,573644.275,107,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,jamaica,isolated,NA,743.5748192,NA,NA,12165.3981,123,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,japan,isolated,NA,895.9966136,NA,NA,593659.838,157,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,kiribati,isolated,NA,3597.621962,NA,NA,716.945624,118,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,madagascar,isolated,NA,816.4263537,NA,NA,666481.134,139,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,maldives,isolated,NA,707.1971152,NA,NA,330.797018,120,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,malta,isolated,NA,316.6179355,NA,NA,447.52197,119,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,martinique,isolated,NA,454.6694099,NA,NA,1220.73996,124,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,mauritius,isolated,NA,1998.959982,NA,NA,2435.01619,122,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,montserrat,isolated,NA,684.8240249,NA,NA,109.087744,113,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,nauru,isolated,NA,2896.907017,NA,NA,22.643424,116,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,netherland antilles,isolated,NA,85.75227607,NA,NA,767.076547,110,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,new caledonia,isolated,NA,1501.633918,NA,NA,21751.2842,122,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,new zealand,isolated,NA,2505.2914,NA,NA,485335.599,122,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,niue,isolated,NA,4195.3066,NA,NA,297.905298,112,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,norfolk i,isolated,NA,1595.396648,NA,NA,63.990953,113,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,papua new guinea,isolated,NA,561.7646027,NA,NA,471068.521,135,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,philippines,isolated,NA,1482.2467,NA,NA,306308.146,154,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,pitcairn is,isolated,NA,5594.73435,NA,NA,51.092856,107,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,puerto rico,isolated,NA,793.8054838,NA,NA,9960.14844,131,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,reunion,isolated,NA,1788.695706,NA,NA,3033.7227,120,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,samoa,isolated,NA,4113.76248,NA,NA,3047.6165,119,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,sao tome & principe,isolated,NA,247.2574435,NA,NA,1142.24441,126,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,seychelles,isolated,NA,1236.923575,NA,NA,523.476664,116,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,solomon is,isolated,NA,1734.669843,NA,NA,29258.589,121,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,sri lanka,isolated,NA,222.9346185,NA,NA,67226.2516,137,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,st helena,isolated,NA,1941.969758,NA,NA,141.081114,115,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,st kitts & nevis,isolated,NA,743.9158435,NA,NA,295.108055,115,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,st lucia,isolated,NA,372.7122901,NA,NA,656.306073,118,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,st vincent & the grenadines,isolated,NA,290.9030327,NA,NA,415.144696,118,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,tokelau,isolated,NA,4345.60329,NA,NA,7.560362,112,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,tonga,isolated,NA,3621.58547,NA,NA,526.135741,116,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,trinidad & tobago,isolated,NA,73.666456,NA,NA,5336.49787,131,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,turks & caicos is,isolated,NA,1040.680256,NA,NA,1173.27682,115,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,tuvalu,isolated,NA,3479.550007,NA,NA,37.476148,118,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,vanuatu,isolated,NA,1967.249695,NA,NA,13563.2385,118,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,virgin is,isolated,NA,838.5203999,NA,NA,410.844209,106,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,wake i,isolated,NA,4303.141202,NA,NA,20.565977,112,
12,2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,author,km2,no,NA,NA,NA,NA,km,no,species,no,terra,NA,in situ,natural,no,no,no,no,no,yes,global,wallis & futuna,isolated,NA,3588.5527,NA,NA,190.196396,115,
13,2016,Bolgovics et al,Species-area relationship (SAR) for benthic diatoms: a study on aquatic islands,graph,m2,yes,m,no,m3,yes,NA,NA,chao1,no,aqua,fresh,in situ,modified,no,no,no,yes,no,no,hungary,shooting range 1,isolated,NA,NA,0.1,-3.105,-2.105,1.75,"Taken from the paper by eye, have emailed for the original dataset"
13,2016,Bolgovics et al,Species-area relationship (SAR) for benthic diatoms: a study on aquatic islands,graph,m2,yes,m,no,m3,yes,NA,NA,chao1,no,aqua,fresh,in situ,modified,no,no,no,yes,no,no,hungary,shooting range 2,isolated,NA,NA,0.15,-1.974,-1.974,1.69,"Taken from the paper by eye, have emailed for the original dataset"
13,2016,Bolgovics et al,Species-area relationship (SAR) for benthic diatoms: a study on aquatic islands,graph,m2,yes,m,no,m3,yes,NA,NA,chao1,no,aqua,fresh,in situ,modified,no,no,no,yes,no,no,hungary,shooting range 3,isolated,NA,NA,0.41,-0.097,0.337,1.9,"Taken from the paper by eye, have emailed for the original dataset"
