"studyID","datasetID","year","author","title","obtained","area_metric","log_area","depth_metric","log_depth","volume_metric","log_volume","distance_metric","log_distance","sp_rich_metric","log_sp_rich","aqua_terra","fresh_saline","in_situ_lab","natural_modified","taxa","archipelago_type","expanded_archipelago_type","geographic_location","local_location","sample","DNI","NDM","depth_original","volume_original","area_original","species_original","volume","area","species","depth","rho","Depth_Area","logArea","SpearmansCC"
3,13,2018,"Darcy et al","Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World","author","cm2","no",NA,NA,NA,NA,NA,NA,"OTUs","no","aqua","saline","in situ","natural","protozoa","lacustrine","cryoconite","antarctica","Taylor","tar012cryo",NA,NA,30,NA,330.0635782,16,9901.907346,330.0635782,16,30,1,"Depth",5.79928529711586,0.448230451734047
3,13,2018,"Darcy et al","Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World","author","cm2","no",NA,NA,NA,NA,NA,NA,"OTUs","no","aqua","saline","in situ","natural","protozoa","lacustrine","cryoconite","antarctica","Taylor","tar013cryo",NA,NA,30,NA,415.4756284,25,12464.26885,415.4756284,25,30,1,"Depth",6.02942395649815,0.448230451734047
3,13,2018,"Darcy et al","Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World","author","cm2","no",NA,NA,NA,NA,NA,NA,"OTUs","no","aqua","saline","in situ","natural","protozoa","lacustrine","cryoconite","antarctica","Taylor","tar014cryo",NA,NA,30,NA,346.3605901,20,10390.8177,346.3605901,20,30,1,"Depth",5.84748040029682,0.448230451734047
3,13,2018,"Darcy et al","Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World","author","cm2","no",NA,NA,NA,NA,NA,NA,"OTUs","no","aqua","saline","in situ","natural","protozoa","lacustrine","cryoconite","antarctica","Taylor","tar015cryo",NA,NA,30,NA,314.1592654,50,9424.777962,314.1592654,50,30,1,"Depth",5.74990007196806,0.448230451734047
3,13,2018,"Darcy et al","Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World","author","cm2","no",NA,NA,NA,NA,NA,NA,"OTUs","no","aqua","saline","in situ","natural","protozoa","lacustrine","cryoconite","antarctica","Taylor","tar016cryo",NA,NA,30,NA,330.0635782,43,9901.907346,330.0635782,43,30,1,"Depth",5.79928529711586,0.448230451734047
3,13,2018,"Darcy et al","Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World","author","cm2","no",NA,NA,NA,NA,NA,NA,"OTUs","no","aqua","saline","in situ","natural","protozoa","lacustrine","cryoconite","antarctica","Taylor","tar017cryo",NA,NA,30,NA,254.4690049,9,7634.070147,254.4690049,9,30,1,"Depth",5.53917904036161,0.448230451734047
3,13,2018,"Darcy et al","Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World","author","cm2","no",NA,NA,NA,NA,NA,NA,"OTUs","no","aqua","saline","in situ","natural","protozoa","lacustrine","cryoconite","antarctica","Taylor","tar018cryo",NA,NA,30,NA,314.1592654,30,9424.777962,314.1592654,30,30,1,"Depth",5.74990007196806,0.448230451734047
3,13,2018,"Darcy et al","Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World","author","cm2","no",NA,NA,NA,NA,NA,NA,"OTUs","no","aqua","saline","in situ","natural","protozoa","lacustrine","cryoconite","antarctica","Taylor","tar019cryo",NA,NA,30,NA,283.528737,44,8505.86211,283.528737,44,30,1,"Depth",5.64731348311008,0.448230451734047
3,13,2018,"Darcy et al","Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World","author","cm2","no",NA,NA,NA,NA,NA,NA,"OTUs","no","aqua","saline","in situ","natural","protozoa","lacustrine","cryoconite","antarctica","Taylor","tar020cryo",NA,NA,30,NA,254.4690049,23,7634.070147,254.4690049,23,30,1,"Depth",5.53917904036161,0.448230451734047
3,13,2018,"Darcy et al","Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World","author","cm2","no",NA,NA,NA,NA,NA,NA,"OTUs","no","aqua","saline","in situ","natural","protozoa","lacustrine","cryoconite","antarctica","Taylor","tar021cryo",NA,NA,30,NA,397.6078202,39,11928.23461,397.6078202,39,30,1,"Depth",5.98546614310006,0.448230451734047
3,13,2018,"Darcy et al","Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World","author","cm2","no",NA,NA,NA,NA,NA,NA,"OTUs","no","aqua","saline","in situ","natural","protozoa","lacustrine","cryoconite","antarctica","Taylor","tar022cryo",NA,NA,30,NA,314.1592654,21,9424.777962,314.1592654,21,30,1,"Depth",5.74990007196806,0.448230451734047
3,13,2018,"Darcy et al","Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World","author","cm2","no",NA,NA,NA,NA,NA,NA,"OTUs","no","aqua","saline","in situ","natural","protozoa","lacustrine","cryoconite","antarctica","Taylor","tar023cryo",NA,NA,30,NA,240.5281875,35,7215.845625,240.5281875,35,30,1,"Depth",5.4828372864202,0.448230451734047
3,13,2018,"Darcy et al","Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World","author","cm2","no",NA,NA,NA,NA,NA,NA,"OTUs","no","aqua","saline","in situ","natural","protozoa","lacustrine","cryoconite","antarctica","Taylor","tar024cryo",NA,NA,30,NA,254.4690049,30,7634.070147,254.4690049,30,30,1,"Depth",5.53917904036161,0.448230451734047
3,13,2018,"Darcy et al","Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World","author","cm2","no",NA,NA,NA,NA,NA,NA,"OTUs","no","aqua","saline","in situ","natural","protozoa","lacustrine","cryoconite","antarctica","Taylor","tar025cryo",NA,NA,30,NA,452.3893421,34,13571.68026,452.3893421,34,30,1,"Depth",6.11454318538798,0.448230451734047
3,13,2018,"Darcy et al","Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World","author","cm2","no",NA,NA,NA,NA,NA,NA,"OTUs","no","aqua","saline","in situ","natural","protozoa","lacustrine","cryoconite","antarctica","Taylor","tar026cryo",NA,NA,30,NA,490.8738521,36,14726.21556,490.8738521,36,30,1,"Depth",6.19618717441823,0.448230451734047
3,13,2018,"Darcy et al","Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World","author","cm2","no",NA,NA,NA,NA,NA,NA,"OTUs","no","aqua","saline","in situ","natural","protozoa","lacustrine","cryoconite","antarctica","Taylor","tar027cryo",NA,NA,30,NA,490.8738521,45,14726.21556,490.8738521,45,30,1,"Depth",6.19618717441823,0.448230451734047
3,13,2018,"Darcy et al","Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World","author","cm2","no",NA,NA,NA,NA,NA,NA,"OTUs","no","aqua","saline","in situ","natural","protozoa","lacustrine","cryoconite","antarctica","Taylor","tar028cryo",NA,NA,30,NA,380.1327111,35,11403.98133,380.1327111,35,30,1,"Depth",5.94052043148727,0.448230451734047
3,13,2018,"Darcy et al","Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World","author","cm2","no",NA,NA,NA,NA,NA,NA,"OTUs","no","aqua","saline","in situ","natural","protozoa","lacustrine","cryoconite","antarctica","Taylor","tar029cryo",NA,NA,30,NA,283.528737,14,8505.86211,283.528737,14,30,1,"Depth",5.64731348311008,0.448230451734047
3,13,2018,"Darcy et al","Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World","author","cm2","no",NA,NA,NA,NA,NA,NA,"OTUs","no","aqua","saline","in situ","natural","protozoa","lacustrine","cryoconite","antarctica","Taylor","tar030cryo",NA,NA,30,NA,363.050301,21,10891.50903,363.050301,21,30,1,"Depth",5.89454139491281,0.448230451734047
4,14,2018,"Delgado-Baquerizo et al","Experimentally testing the species-habitat size relationship on soil bacteria: A proof of concept","author","cm2","no","cm","no",NA,NA,NA,NA,"OTUS","no","terra",NA,"lab","modified","bacteria","terrestrial","soil lab","australia","soil a","61",NA,NA,1,NA,9,413,9,9,413,1,3.5e+12,"Area",2.19722457733622,0.907114735222145
4,14,2018,"Delgado-Baquerizo et al","Experimentally testing the species-habitat size relationship on soil bacteria: A proof of concept","author","cm2","no","cm","no",NA,NA,NA,NA,"OTUS","no","terra",NA,"lab","modified","bacteria","terrestrial","soil lab","australia","soil a","62",NA,NA,1,NA,9,448,9,9,448,1,3.5e+12,"Area",2.19722457733622,0.907114735222145
4,14,2018,"Delgado-Baquerizo et al","Experimentally testing the species-habitat size relationship on soil bacteria: A proof of concept","author","cm2","no","cm","no",NA,NA,NA,NA,"OTUS","no","terra",NA,"lab","modified","bacteria","terrestrial","soil lab","australia","soil a","63",NA,NA,1,NA,9,457,9,9,457,1,3.5e+12,"Area",2.19722457733622,0.907114735222145
4,14,2018,"Delgado-Baquerizo et al","Experimentally testing the species-habitat size relationship on soil bacteria: A proof of concept","author","cm2","no","cm","no",NA,NA,NA,NA,"OTUS","no","terra",NA,"lab","modified","bacteria","terrestrial","soil lab","australia","soil a","64",NA,NA,1,NA,9,465,9,9,465,1,3.5e+12,"Area",2.19722457733622,0.907114735222145
4,14,2018,"Delgado-Baquerizo et al","Experimentally testing the species-habitat size relationship on soil bacteria: A proof of concept","author","cm2","no","cm","no",NA,NA,NA,NA,"OTUS","no","terra",NA,"lab","modified","bacteria","terrestrial","soil lab","australia","soil a","65",NA,NA,1,NA,9,387,9,9,387,1,3.5e+12,"Area",2.19722457733622,0.907114735222145
4,14,2018,"Delgado-Baquerizo et al","Experimentally testing the species-habitat size relationship on soil bacteria: A proof of concept","author","cm2","no","cm","no",NA,NA,NA,NA,"OTUS","no","terra",NA,"lab","modified","bacteria","terrestrial","soil lab","australia","soil a","31",NA,NA,1,NA,50,503,50,50,503,1,3.5e+12,"Area",3.91202300542815,0.907114735222145
4,14,2018,"Delgado-Baquerizo et al","Experimentally testing the species-habitat size relationship on soil bacteria: A proof of concept","author","cm2","no","cm","no",NA,NA,NA,NA,"OTUS","no","terra",NA,"lab","modified","bacteria","terrestrial","soil lab","australia","soil a","32",NA,NA,1,NA,50,550,50,50,550,1,3.5e+12,"Area",3.91202300542815,0.907114735222145
4,14,2018,"Delgado-Baquerizo et al","Experimentally testing the species-habitat size relationship on soil bacteria: A proof of concept","author","cm2","no","cm","no",NA,NA,NA,NA,"OTUS","no","terra",NA,"lab","modified","bacteria","terrestrial","soil lab","australia","soil a","33",NA,NA,1,NA,50,517,50,50,517,1,3.5e+12,"Area",3.91202300542815,0.907114735222145
4,14,2018,"Delgado-Baquerizo et al","Experimentally testing the species-habitat size relationship on soil bacteria: A proof of concept","author","cm2","no","cm","no",NA,NA,NA,NA,"OTUS","no","terra",NA,"lab","modified","bacteria","terrestrial","soil lab","australia","soil a","34",NA,NA,1,NA,50,502,50,50,502,1,3.5e+12,"Area",3.91202300542815,0.907114735222145
4,14,2018,"Delgado-Baquerizo et al","Experimentally testing the species-habitat size relationship on soil bacteria: A proof of concept","author","cm2","no","cm","no",NA,NA,NA,NA,"OTUS","no","terra",NA,"lab","modified","bacteria","terrestrial","soil lab","australia","soil a","35",NA,NA,1,NA,50,540,50,50,540,1,3.5e+12,"Area",3.91202300542815,0.907114735222145
4,14,2018,"Delgado-Baquerizo et al","Experimentally testing the species-habitat size relationship on soil bacteria: A proof of concept","author","cm2","no","cm","no",NA,NA,NA,NA,"OTUS","no","terra",NA,"lab","modified","bacteria","terrestrial","soil lab","australia","soil a","1",NA,NA,1,NA,150,599,150,150,599,1,3.5e+12,"Area",5.01063529409626,0.907114735222145
4,14,2018,"Delgado-Baquerizo et al","Experimentally testing the species-habitat size relationship on soil bacteria: A proof of concept","author","cm2","no","cm","no",NA,NA,NA,NA,"OTUS","no","terra",NA,"lab","modified","bacteria","terrestrial","soil lab","australia","soil a","2",NA,NA,1,NA,150,584,150,150,584,1,3.5e+12,"Area",5.01063529409626,0.907114735222145
4,14,2018,"Delgado-Baquerizo et al","Experimentally testing the species-habitat size relationship on soil bacteria: A proof of concept","author","cm2","no","cm","no",NA,NA,NA,NA,"OTUS","no","terra",NA,"lab","modified","bacteria","terrestrial","soil lab","australia","soil a","3",NA,NA,1,NA,150,602,150,150,602,1,3.5e+12,"Area",5.01063529409626,0.907114735222145
4,14,2018,"Delgado-Baquerizo et al","Experimentally testing the species-habitat size relationship on soil bacteria: A proof of concept","author","cm2","no","cm","no",NA,NA,NA,NA,"OTUS","no","terra",NA,"lab","modified","bacteria","terrestrial","soil lab","australia","soil a","4",NA,NA,1,NA,150,526,150,150,526,1,3.5e+12,"Area",5.01063529409626,0.907114735222145
4,14,2018,"Delgado-Baquerizo et al","Experimentally testing the species-habitat size relationship on soil bacteria: A proof of concept","author","cm2","no","cm","no",NA,NA,NA,NA,"OTUS","no","terra",NA,"lab","modified","bacteria","terrestrial","soil lab","australia","soil a","5",NA,NA,1,NA,150,641,150,150,641,1,3.5e+12,"Area",5.01063529409626,0.907114735222145
4,15,2018,"Delgado-Baquerizo et al","Experimentally testing the species-habitat size relationship on soil bacteria: A proof of concept","author","cm2","no","cm","no",NA,NA,NA,NA,"OTUS","no","terra",NA,"lab","modified","bacteria","terrestrial","soil lab","australia","soil b","66",NA,NA,1,NA,9,525,9,9,525,1,1.48e+13,"Area",2.19722457733622,0.868487174604087
4,15,2018,"Delgado-Baquerizo et al","Experimentally testing the species-habitat size relationship on soil bacteria: A proof of concept","author","cm2","no","cm","no",NA,NA,NA,NA,"OTUS","no","terra",NA,"lab","modified","bacteria","terrestrial","soil lab","australia","soil b","67",NA,NA,1,NA,9,503,9,9,503,1,1.48e+13,"Area",2.19722457733622,0.868487174604087
4,15,2018,"Delgado-Baquerizo et al","Experimentally testing the species-habitat size relationship on soil bacteria: A proof of concept","author","cm2","no","cm","no",NA,NA,NA,NA,"OTUS","no","terra",NA,"lab","modified","bacteria","terrestrial","soil lab","australia","soil b","68",NA,NA,1,NA,9,547,9,9,547,1,1.48e+13,"Area",2.19722457733622,0.868487174604087
4,15,2018,"Delgado-Baquerizo et al","Experimentally testing the species-habitat size relationship on soil bacteria: A proof of concept","author","cm2","no","cm","no",NA,NA,NA,NA,"OTUS","no","terra",NA,"lab","modified","bacteria","terrestrial","soil lab","australia","soil b","69",NA,NA,1,NA,9,554,9,9,554,1,1.48e+13,"Area",2.19722457733622,0.868487174604087
4,15,2018,"Delgado-Baquerizo et al","Experimentally testing the species-habitat size relationship on soil bacteria: A proof of concept","author","cm2","no","cm","no",NA,NA,NA,NA,"OTUS","no","terra",NA,"lab","modified","bacteria","terrestrial","soil lab","australia","soil b","70",NA,NA,1,NA,9,542,9,9,542,1,1.48e+13,"Area",2.19722457733622,0.868487174604087
4,15,2018,"Delgado-Baquerizo et al","Experimentally testing the species-habitat size relationship on soil bacteria: A proof of concept","author","cm2","no","cm","no",NA,NA,NA,NA,"OTUS","no","terra",NA,"lab","modified","bacteria","terrestrial","soil lab","australia","soil b","36",NA,NA,1,NA,50,621,50,50,621,1,1.48e+13,"Area",3.91202300542815,0.868487174604087
4,15,2018,"Delgado-Baquerizo et al","Experimentally testing the species-habitat size relationship on soil bacteria: A proof of concept","author","cm2","no","cm","no",NA,NA,NA,NA,"OTUS","no","terra",NA,"lab","modified","bacteria","terrestrial","soil lab","australia","soil b","38",NA,NA,1,NA,50,604,50,50,604,1,1.48e+13,"Area",3.91202300542815,0.868487174604087
4,15,2018,"Delgado-Baquerizo et al","Experimentally testing the species-habitat size relationship on soil bacteria: A proof of concept","author","cm2","no","cm","no",NA,NA,NA,NA,"OTUS","no","terra",NA,"lab","modified","bacteria","terrestrial","soil lab","australia","soil b","39",NA,NA,1,NA,50,598,50,50,598,1,1.48e+13,"Area",3.91202300542815,0.868487174604087
4,15,2018,"Delgado-Baquerizo et al","Experimentally testing the species-habitat size relationship on soil bacteria: A proof of concept","author","cm2","no","cm","no",NA,NA,NA,NA,"OTUS","no","terra",NA,"lab","modified","bacteria","terrestrial","soil lab","australia","soil b","6",NA,NA,1,NA,150,695,150,150,695,1,1.48e+13,"Area",5.01063529409626,0.868487174604087
4,15,2018,"Delgado-Baquerizo et al","Experimentally testing the species-habitat size relationship on soil bacteria: A proof of concept","author","cm2","no","cm","no",NA,NA,NA,NA,"OTUS","no","terra",NA,"lab","modified","bacteria","terrestrial","soil lab","australia","soil b","7",NA,NA,1,NA,150,743,150,150,743,1,1.48e+13,"Area",5.01063529409626,0.868487174604087
4,15,2018,"Delgado-Baquerizo et al","Experimentally testing the species-habitat size relationship on soil bacteria: A proof of concept","author","cm2","no","cm","no",NA,NA,NA,NA,"OTUS","no","terra",NA,"lab","modified","bacteria","terrestrial","soil lab","australia","soil b","8",NA,NA,1,NA,150,650,150,150,650,1,1.48e+13,"Area",5.01063529409626,0.868487174604087
4,15,2018,"Delgado-Baquerizo et al","Experimentally testing the species-habitat size relationship on soil bacteria: A proof of concept","author","cm2","no","cm","no",NA,NA,NA,NA,"OTUS","no","terra",NA,"lab","modified","bacteria","terrestrial","soil lab","australia","soil b","9",NA,NA,1,NA,150,572,150,150,572,1,1.48e+13,"Area",5.01063529409626,0.868487174604087
4,15,2018,"Delgado-Baquerizo et al","Experimentally testing the species-habitat size relationship on soil bacteria: A proof of concept","author","cm2","no","cm","no",NA,NA,NA,NA,"OTUS","no","terra",NA,"lab","modified","bacteria","terrestrial","soil lab","australia","soil b","10",NA,NA,1,NA,150,650,150,150,650,1,1.48e+13,"Area",5.01063529409626,0.868487174604087
5,16,2017,"Glassman et al","The theory of island biogeography applies to ectomycorrhizal fungi in subalpine tree “islands” at a fine scale","supplement",NA,NA,"cm",NA,"m3","no","m",NA,"species","no","terra",NA,"in situ","natural","fungi","plant","plant soil","california","pinus contorta","PC1",1,547.9393,10,5.56,31.89549354,22,5560000,318954.9354,22,10,2984,"Area",12.6728051034491,0.357602966128645
5,16,2017,"Glassman et al","The theory of island biogeography applies to ectomycorrhizal fungi in subalpine tree “islands” at a fine scale","supplement",NA,NA,"cm",NA,"m3","no","m",NA,"species","no","terra",NA,"in situ","natural","fungi","plant","plant soil","california","pinus contorta","PC2",33,308.3791,10,4.02,19.06655814,17,4020000,190665.5814,17,10,2984,"Area",12.1582762897196,0.357602966128645
5,16,2017,"Glassman et al","The theory of island biogeography applies to ectomycorrhizal fungi in subalpine tree “islands” at a fine scale","supplement",NA,NA,"cm",NA,"m3","no","m",NA,"species","no","terra",NA,"in situ","natural","fungi","plant","plant soil","california","pinus contorta","PC3",14,488.6511,10,16.09,39.61322885,20,16090000,396132.2885,20,10,2984,"Area",12.8895034963191,0.357602966128645
5,16,2017,"Glassman et al","The theory of island biogeography applies to ectomycorrhizal fungi in subalpine tree “islands” at a fine scale","supplement",NA,NA,"cm",NA,"m3","no","m",NA,"species","no","terra",NA,"in situ","natural","fungi","plant","plant soil","california","pinus contorta","PC4",3,550.5376,10,5.07,34.7656497,25,5070000,347656.497,25,10,2984,"Area",12.7589701936885,0.357602966128645
5,16,2017,"Glassman et al","The theory of island biogeography applies to ectomycorrhizal fungi in subalpine tree “islands” at a fine scale","supplement",NA,NA,"cm",NA,"m3","no","m",NA,"species","no","terra",NA,"in situ","natural","fungi","plant","plant soil","california","pinus contorta","PC5",4,595.1057,10,1.69,8.989298173,7,1690000,89892.98173,7,10,2984,"Area",11.4063751498928,0.357602966128645
5,16,2017,"Glassman et al","The theory of island biogeography applies to ectomycorrhizal fungi in subalpine tree “islands” at a fine scale","supplement",NA,NA,"cm",NA,"m3","no","m",NA,"species","no","terra",NA,"in situ","natural","fungi","plant","plant soil","california","pinus contorta","PC6",7,651.8635,10,29.9,40.12187588,12,29900000,401218.7588,12,10,2984,"Area",12.9022620907067,0.357602966128645
5,16,2017,"Glassman et al","The theory of island biogeography applies to ectomycorrhizal fungi in subalpine tree “islands” at a fine scale","supplement",NA,NA,"cm",NA,"m3","no","m",NA,"species","no","terra",NA,"in situ","natural","fungi","plant","plant soil","california","pinus contorta","PC7",0,691.2395,10,7.46,9.25685691,13,7460000,92568.5691,13,10,2984,"Area",11.4357049364502,0.357602966128645
5,16,2017,"Glassman et al","The theory of island biogeography applies to ectomycorrhizal fungi in subalpine tree “islands” at a fine scale","supplement",NA,NA,"cm",NA,"m3","no","m",NA,"species","no","terra",NA,"in situ","natural","fungi","plant","plant soil","california","pinus contorta","PC8",11,721.7103,10,8.3,15.94750971,9,8300000,159475.0971,9,10,2984,"Area",11.9796430579828,0.357602966128645
5,16,2017,"Glassman et al","The theory of island biogeography applies to ectomycorrhizal fungi in subalpine tree “islands” at a fine scale","supplement",NA,NA,"cm",NA,"m3","no","m",NA,"species","no","terra",NA,"in situ","natural","fungi","plant","plant soil","california","pinus contorta","PC9",14,764.0841,10,18.74,65.49042585,23,18740000,654904.2585,23,10,2984,"Area",13.3922443337045,0.357602966128645
5,16,2017,"Glassman et al","The theory of island biogeography applies to ectomycorrhizal fungi in subalpine tree “islands” at a fine scale","supplement",NA,NA,"cm",NA,"m3","no","m",NA,"species","no","terra",NA,"in situ","natural","fungi","plant","plant soil","california","pinus contorta","PC10",0,826.2742,10,55.13,56.63113457,10,55130000,566311.3457,10,10,2984,"Area",13.2468992866884,0.357602966128645
5,16,2017,"Glassman et al","The theory of island biogeography applies to ectomycorrhizal fungi in subalpine tree “islands” at a fine scale","supplement",NA,NA,"cm",NA,"m3","no","m",NA,"species","no","terra",NA,"in situ","natural","fungi","plant","plant soil","california","pinus contorta","PC11",1,775.257,10,12.1,32.82762647,14,12100000,328276.2647,14,10,2984,"Area",12.7016108032824,0.357602966128645
5,16,2017,"Glassman et al","The theory of island biogeography applies to ectomycorrhizal fungi in subalpine tree “islands” at a fine scale","supplement",NA,NA,"cm",NA,"m3","no","m",NA,"species","no","terra",NA,"in situ","natural","fungi","plant","plant soil","california","pinus contorta","PC12",3,762.9011,10,1.15,6.800015396,11,1150000,68000.15396,11,10,2984,"Area",11.1272652482733,0.357602966128645
5,16,2017,"Glassman et al","The theory of island biogeography applies to ectomycorrhizal fungi in subalpine tree “islands” at a fine scale","supplement",NA,NA,"cm",NA,"m3","no","m",NA,"species","no","terra",NA,"in situ","natural","fungi","plant","plant soil","california","pinus contorta","PC13",2,826.1854,10,16.96,40.22946927,11,16960000,402294.6927,11,10,2984,"Area",12.9049401654571,0.357602966128645
5,16,2017,"Glassman et al","The theory of island biogeography applies to ectomycorrhizal fungi in subalpine tree “islands” at a fine scale","supplement",NA,NA,"cm",NA,"m3","no","m",NA,"species","no","terra",NA,"in situ","natural","fungi","plant","plant soil","california","pinus contorta","PC14",4,824.7833,10,11.45,40.59091223,14,11450000,405909.1223,14,10,2984,"Area",12.9138845768292,0.357602966128645
5,16,2017,"Glassman et al","The theory of island biogeography applies to ectomycorrhizal fungi in subalpine tree “islands” at a fine scale","supplement",NA,NA,"cm",NA,"m3","no","m",NA,"species","no","terra",NA,"in situ","natural","fungi","plant","plant soil","california","pinus contorta","PC15",1,768.4734,10,2.93,12.48221913,13,2930000,124822.1913,13,10,2984,"Area",11.7346455340141,0.357602966128645
5,16,2017,"Glassman et al","The theory of island biogeography applies to ectomycorrhizal fungi in subalpine tree “islands” at a fine scale","supplement",NA,NA,"cm",NA,"m3","no","m",NA,"species","no","terra",NA,"in situ","natural","fungi","plant","plant soil","california","pinus contorta","PC16",10,564.9252,10,3.4,14.4988839,12,3400000,144988.839,12,10,2984,"Area",11.8844120460264,0.357602966128645
5,16,2017,"Glassman et al","The theory of island biogeography applies to ectomycorrhizal fungi in subalpine tree “islands” at a fine scale","supplement",NA,NA,"cm",NA,"m3","no","m",NA,"species","no","terra",NA,"in situ","natural","fungi","plant","plant soil","california","pinus contorta","PC17",0,515.4592,10,3.59,14.52547667,10,3590000,145254.7667,10,10,2984,"Area",11.8862444913874,0.357602966128645
5,16,2017,"Glassman et al","The theory of island biogeography applies to ectomycorrhizal fungi in subalpine tree “islands” at a fine scale","supplement",NA,NA,"cm",NA,"m3","no","m",NA,"species","no","terra",NA,"in situ","natural","fungi","plant","plant soil","california","pinus contorta","PC18",0,480.6796,10,7.59,34.54229367,9,7590000,345422.9367,9,10,2984,"Area",12.7525248486856,0.357602966128645
5,16,2017,"Glassman et al","The theory of island biogeography applies to ectomycorrhizal fungi in subalpine tree “islands” at a fine scale","supplement",NA,NA,"cm",NA,"m3","no","m",NA,"species","no","terra",NA,"in situ","natural","fungi","plant","plant soil","california","pinus contorta","PC19",3,400.2746,10,1.38,7.580041755,13,1380000,75800.41755,13,10,2984,"Area",11.2358590801905,0.357602966128645
5,16,2017,"Glassman et al","The theory of island biogeography applies to ectomycorrhizal fungi in subalpine tree “islands” at a fine scale","supplement",NA,NA,"cm",NA,"m3","no","m",NA,"species","no","terra",NA,"in situ","natural","fungi","plant","plant soil","california","pinus contorta","PC20",0,544.5077,10,2.42,10.98183005,5,2420000,109818.3005,5,10,2984,"Area",11.6065824653899,0.357602966128645
5,17,2017,"Glassman et al","The theory of island biogeography applies to ectomycorrhizal fungi in subalpine tree “islands” at a fine scale","supplement",NA,NA,"cm",NA,"m3","no","m",NA,"species","no","terra",NA,"in situ","natural","fungi","plant","plant soil","california","pinus albicaulis","PA21",5,428.575,10,3.08,12.94051463,15,3080000,129405.1463,15,10,2984,"Area",11.7707034307372,0.606286865435811
5,17,2017,"Glassman et al","The theory of island biogeography applies to ectomycorrhizal fungi in subalpine tree “islands” at a fine scale","supplement",NA,NA,"cm",NA,"m3","no","m",NA,"species","no","terra",NA,"in situ","natural","fungi","plant","plant soil","california","pinus albicaulis","PA22",0,563.9238,10,26.69,59.05932449,16,26690000,590593.2449,16,10,2984,"Area",13.2888828105361,0.606286865435811
5,17,2017,"Glassman et al","The theory of island biogeography applies to ectomycorrhizal fungi in subalpine tree “islands” at a fine scale","supplement",NA,NA,"cm",NA,"m3","no","m",NA,"species","no","terra",NA,"in situ","natural","fungi","plant","plant soil","california","pinus albicaulis","PA23",11,497.7317,10,23.94,57.53826945,16,23940000,575382.6945,16,10,2984,"Area",13.2627906540477,0.606286865435811
5,17,2017,"Glassman et al","The theory of island biogeography applies to ectomycorrhizal fungi in subalpine tree “islands” at a fine scale","supplement",NA,NA,"cm",NA,"m3","no","m",NA,"species","no","terra",NA,"in situ","natural","fungi","plant","plant soil","california","pinus albicaulis","PA24",0,598.7287,10,3.55,14.19734091,13,3550000,141973.4091,13,10,2984,"Area",11.8633950591889,0.606286865435811
5,17,2017,"Glassman et al","The theory of island biogeography applies to ectomycorrhizal fungi in subalpine tree “islands” at a fine scale","supplement",NA,NA,"cm",NA,"m3","no","m",NA,"species","no","terra",NA,"in situ","natural","fungi","plant","plant soil","california","pinus albicaulis","PA25",5,644.6132,10,12.31,40.46371338,13,12310000,404637.1338,13,10,2984,"Area",12.9107459785454,0.606286865435811
5,17,2017,"Glassman et al","The theory of island biogeography applies to ectomycorrhizal fungi in subalpine tree “islands” at a fine scale","supplement",NA,NA,"cm",NA,"m3","no","m",NA,"species","no","terra",NA,"in situ","natural","fungi","plant","plant soil","california","pinus albicaulis","PA26",10,671.5072,10,2.31,10.91488238,11,2310000,109148.8238,11,10,2984,"Area",11.6004675859237,0.606286865435811
5,17,2017,"Glassman et al","The theory of island biogeography applies to ectomycorrhizal fungi in subalpine tree “islands” at a fine scale","supplement",NA,NA,"cm",NA,"m3","no","m",NA,"species","no","terra",NA,"in situ","natural","fungi","plant","plant soil","california","pinus albicaulis","PA27",4,714.4124,10,5.51,19.1670593,12,5510000,191670.593,12,10,2984,"Area",12.1635335161189,0.606286865435811
