studyID,datasetID,year,author,title,obtained,area_metric,log_area,depth_metric,log_depth,volume_metric,log_volume,distance_metric,log_distance,sp_rich_metric,log_sp_rich,aqua_terra,fresh_saline,in_situ_lab,natural_modified,taxa,archipelago_type,expanded_archipelago_type,geographic_location,local_location,sample,DNI,NDM,depth_original,volume_original,area_original,species_original,volume,area,species,depth,rho,Depth_Area
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,16,NA,NA,0.2,-0.804100348,-0.1051303,7,156999.9999,7850.000782,22,20,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,17,NA,NA,0.2,-0.804100348,-0.1051303,15,156999.9999,7850.000782,30,20,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,18,NA,NA,0.3,-0.150887834,0.37199091,13,706499.9997,23549.99992,22,30,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,19,NA,NA,0.3,-0.150887834,0.37199091,11,706499.9997,23549.99992,28,30,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,20,NA,NA,0.8,0.752202153,0.84911217,11,5651999.998,70650.00062,30,80,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,21,NA,NA,0.2,-0.804100348,-0.1051303,4,156999.9999,7850.000782,18,20,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,22,NA,NA,1.5,1.627263417,1.45117216,9,42390000.04,282600.0016,14,150,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,23,NA,NA,1,2.015443588,2.01544359,13,103620000,1036200.005,17,100,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,24,NA,NA,1,1.292809665,1.29280967,5,19624999.98,196250.0021,15,100,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,25,NA,NA,0.3,-0.27582657,0.24705218,6,529875.0005,17662.50021,18,30,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,26,NA,NA,1.5,1.576110894,1.40001964,5,37679999.99,251200.0029,6,150,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,31,NA,NA,0.1,-3.105130343,-2.1051303,2,785.0000005,78.50000782,6,10,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,32,NA,NA,0.1,-3.105130343,-2.1051303,4,785.0000005,78.50000782,9,10,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,33,NA,NA,0.1,-3.105130343,-2.1051303,3,785.0000005,78.50000782,10,10,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,34,NA,NA,0.1,-3.105130343,-2.1051303,8,785.0000005,78.50000782,27,10,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,35,NA,NA,0.1,-3.105130343,-2.1051303,2,785.0000005,78.50000782,9,10,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,36,NA,NA,0.15,-1.974796575,-1.1508878,6,10597.49999,706.500055,17,15,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,37,NA,NA,0.15,-1.974796575,-1.1508878,10,10597.49999,706.500055,24,15,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,38,NA,NA,0.15,-1.974796575,-1.1508878,5,10597.49999,706.500055,15,15,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,39,NA,NA,0.15,-1.974796575,-1.1508878,7,10597.49999,706.500055,24,15,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,40,NA,NA,0.15,-1.974796575,-1.1508878,8,10597.49999,706.500055,20,15,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,7283,NA,NA,2,6.541579244,6.24054925,24,3.48E+12,17400000069,39,200,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,7284,NA,NA,2,6.541579244,6.24054925,33,3.48E+12,17400000069,41,200,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,7287,NA,NA,2,6.541579244,6.24054925,36,3.48E+12,17400000069,54,200,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,7297,NA,NA,2,6.541579244,6.24054925,6,3.48E+12,17400000069,12,200,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,7298,NA,NA,2,6.541579244,6.24054925,6,3.48E+12,17400000069,7,200,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,7299,NA,NA,2,6.541579244,6.24054925,7,3.48E+12,17400000069,14,200,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,7300,NA,NA,2,6.541579244,6.24054925,9,3.48E+12,17400000069,14,200,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,7304,NA,NA,2,6.541579244,6.24054925,21,3.48E+12,17400000069,31,200,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,7305,NA,NA,2,6.541579244,6.24054925,15,3.48E+12,17400000069,19,200,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,7308,NA,NA,2,6.541579244,6.24054925,8,3.48E+12,17400000069,11,200,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,7642,NA,NA,2,6.541579244,6.24054925,16,3.48E+12,17400000069,20,200,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,7644,NA,NA,2,6.541579244,6.24054925,18,3.48E+12,17400000069,23,200,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,7645,NA,NA,2,6.541579244,6.24054925,7,3.48E+12,17400000069,14,200,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,8330,NA,NA,1.2,6.038222638,5.95904139,30,1.09E+12,9099999951,31,120,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,8331,NA,NA,1,5.633468456,5.63346846,38,4.30E+11,4300000044,40,100,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,8333,NA,NA,1.5,5.255272505,5.07918125,46,1.80E+11,1200000011,49,150,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,8339,NA,NA,1.5,4.217483944,4.04139269,4,16499999992,110000001.2,18,150,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,8342,NA,NA,1.5,4.217483944,4.04139269,4,16499999992,110000001.2,18,150,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,8366,NA,NA,1.5,5.255272505,5.07918125,39,1.80E+11,1200000011,40,150,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,8492,NA,NA,1.2,6.038222638,5.95904139,30,1.09E+12,9099999951,33,120,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,8493,NA,NA,1,5.633468456,5.63346846,37,4.30E+11,4300000044,40,100,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,8499,NA,NA,0.8,5.592398846,5.68930886,32,3.91E+11,4890000010,36,80,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,8500,NA,NA,1.5,5.255272505,5.07918125,38,1.80E+11,1200000011,40,150,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,8549,NA,NA,1.6,4.017033339,3.81291336,10,10399999993,65000000.5,12,160,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,8551,NA,NA,3,6.958563883,6.48144263,32,9.09E+12,30300000104,34,300,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,8556,NA,NA,1.6,4.017033339,3.81291336,10,10399999993,65000000.5,11,160,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,8562,NA,NA,1.5,4.924279286,4.74818803,11,83999999988,560000003.9,18,150,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,10806,NA,NA,1,4.674861141,4.67486114,29,47300000029,472999999.2,38,100,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,10888,NA,NA,1.5,6.720159303,6.54406804,51,5.25E+12,34999999649,53,150,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,10896,NA,NA,2,4.84509804,4.54406804,27,69999999998,349999996.5,30,200,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,10897,NA,NA,1.5,4.924279286,4.74818803,17,83999999988,560000003.9,20,150,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,10927,NA,NA,2.5,5.565257343,5.16731734,24,3.68E+11,1470000018,24,250,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,10929,NA,NA,3.2,6.01300585,5.50785587,35,1.03E+12,3219999987,36,320,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,10930,NA,NA,1.6,5.128399269,4.92427929,20,1.34E+11,840000007.6,22,160,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,10931,NA,NA,1.6,6.685562611,6.48144263,25,4.85E+12,30300000104,27,160,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,10932,NA,NA,3,6.958563883,6.48144263,11,9.09E+12,30300000104,11,300,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,10933,NA,NA,3,6.958563883,6.48144263,37,9.09E+12,30300000104,37,300,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,10934,NA,NA,1.5,6.720159303,6.54406804,22,5.25E+12,34999999649,24,150,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,10951,NA,NA,2,4.84509804,4.54406804,17,69999999998,349999996.5,22,200,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,10968,NA,NA,2.5,5.565257343,5.16731734,25,3.68E+11,1470000018,25,250,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,10970,NA,NA,3.2,6.01300585,5.50785587,31,1.03E+12,3219999987,33,320,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,10971,NA,NA,3.6,5.890756252,5.33445375,30,7.78E+11,2159999994,32,360,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,10972,NA,NA,2,4.84509804,4.54406804,18,69999999998,349999996.5,27,200,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,10973,NA,NA,1.5,4.924279286,4.74818803,17,83999999988,560000003.9,18,150,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,10974,NA,NA,1.6,5.128399269,4.92427929,20,1.34E+11,840000007.6,24,160,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,10975,NA,NA,1.5,6.720159303,6.54406804,40,5.25E+12,34999999649,44,150,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,10976,NA,NA,3,6.958563883,6.48144263,33,9.09E+12,30300000104,40,300,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,10977,NA,NA,3,6.958563883,6.48144263,34,9.09E+12,30300000104,37,300,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,10989,NA,NA,2,6.541579244,6.24054925,35,3.48E+12,17400000069,38,200,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,11006,NA,NA,2,6.782472624,6.48144263,53,6.06E+12,30300000104,54,200,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,11007,NA,NA,2,6.782472624,6.48144263,32,6.06E+12,30300000104,34,200,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,11008,NA,NA,1.5,4.924279286,4.74818803,24,83999999988,560000003.9,25,150,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,11009,NA,NA,2.5,5.565257343,5.16731734,45,3.68E+11,1470000018,54,250,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,11011,NA,NA,3.2,6.01300585,5.50785587,38,1.03E+12,3219999987,39,320,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,11012,NA,NA,3.6,5.890756252,5.33445375,21,7.78E+11,2159999994,23,360,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,11013,NA,NA,1.6,5.128399269,4.92427929,29,1.34E+11,840000007.6,35,160,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,12281,NA,NA,3.5,6.573451822,6.02938378,39,3.75E+12,10700000057,50,350,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,12282,NA,NA,3.5,6.573451822,6.02938378,43,3.75E+12,10700000057,48,350,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,12410,NA,NA,1.2,6.038222638,5.95904139,29,1.09E+12,9099999951,36,120,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,12420,NA,NA,1.2,6.038222638,5.95904139,10,1.09E+12,9099999951,13,120,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,12421,NA,NA,1.2,6.038222638,5.95904139,36,1.09E+12,9099999951,44,120,3562,Depth
7,21,2017,Varbiro et al,Functional redundance modifies species-area relationship for freshwater phytoplankton,author,m2,yes,m,no,m3,yes,NA,NA,species,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,hungary,hortobágy national park ,12445,NA,NA,1,5.633468456,5.63346846,40,4.30E+11,4300000044,54,100,3562,Depth
